t_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
9984,-0.9194,0.4348,0.3665,1.540,0.070,2.170
9994,-0.9199,0.4355,0.3638,1.120,0.350,2.170
10004,-0.9211,0.4358,0.3609,1.050,0.700,1.540
10014,-0.9216,0.4370,0.3599,0.980,0.700,1.260
10024,-0.9231,0.4368,0.3601,1.120,0.700,1.260
10034,-0.9231,0.4380,0.3597,0.840,0.700,1.190
10044,-0.9248,0.4397,0.3606,0.910,0.490,0.840
10054,-0.9238,0.4397,0.3609,1.120,0.420,0.980
10064,-0.9231,0.4370,0.3619,1.680,0.000,0.770
10073,-0.9228,0.4351,0.3623,1.750,-0.210,0.770
10083,-0.9226,0.4338,0.3633,1.750,0.070,0.560
10093,-0.9209,0.4336,0.3645,1.260,-0.070,0.490
10103,-0.9201,0.4338,0.3645,1.190,0.070,0.350
10113,-0.9218,0.4333,0.3665,1.050,0.280,0.350
10123,-0.9191,0.4348,0.3667,0.490,0.770,-0.070
10133,-0.9194,0.4375,0.3677,0.280,1.050,-0.070
10143,-0.9189,0.4397,0.3662,0.350,1.190,-0.140
10153,-0.9174,0.4416,0.3665,0.140,0.980,-0.070
10163,-0.9179,0.4424,0.3670,0.000,0.770,0.280
10173,-0.9160,0.4431,0.3665,0.070,0.560,0.280
10183,-0.9150,0.4429,0.3626,-0.070,0.350,0.140
10193,-0.9148,0.4429,0.3638,-0.070,0.420,0.210
10202,-0.9165,0.4431,0.3658,-0.140,0.490,0.350
10212,-0.9145,0.4451,0.3653,-0.420,0.280,0.350
10222,-0.9152,0.4460,0.3660,-0.210,0.280,0.280
10232,-0.9157,0.4463,0.3662,0.000,0.420,0.490
10242,-0.9174,0.4465,0.3658,0.560,0.140,0.770
10252,-0.9170,0.4458,0.3643,0.910,0.140,0.840
10262,-0.9179,0.4426,0.3638,1.190,-0.070,0.980
10272,-0.9189,0.4402,0.3643,1.330,-0.070,0.910
10282,-0.9201,0.4365,0.3640,1.260,0.070,0.770
10292,-0.9204,0.4380,0.3628,1.120,0.070,0.910
10302,-0.9211,0.4390,0.3614,0.140,0.420,0.630
10312,-0.9204,0.4412,0.3606,-0.070,0.560,0.700
10322,-0.9204,0.4429,0.3592,-0.140,0.630,0.840
10332,-0.9211,0.4426,0.3597,0.070,0.420,0.560
10341,-0.9218,0.4421,0.3609,0.210,0.350,0.700
10351,-0.9223,0.4409,0.3628,0.280,0.490,0.560
10361,-0.9218,0.4404,0.3611,0.280,0.350,0.770
10371,-0.9216,0.4404,0.3597,0.350,0.420,0.840
10381,-0.9218,0.4404,0.3594,0.490,0.560,0.840
10391,-0.9216,0.4412,0.3597,0.420,0.700,0.840
10401,-0.9218,0.4421,0.3614,0.630,0.910,0.700
10411,-0.9196,0.4426,0.3643,0.630,1.120,0.840
10421,-0.9194,0.4438,0.3658,0.560,1.330,1.050
10431,-0.9201,0.4438,0.3662,0.630,1.260,1.190
10441,-0.9179,0.4441,0.3675,1.050,0.980,1.120
10451,-0.9191,0.4426,0.3665,1.120,0.770,1.120
10461,-0.9172,0.4448,0.3670,1.050,0.280,1.190
10470,-0.9179,0.4453,0.3662,1.330,0.280,1.330
10480,-0.9148,0.4436,0.3662,1.610,-0.140,1.400
10490,-0.9165,0.4412,0.3680,2.240,-0.280,1.470
10500,-0.9138,0.4368,0.3682,2.450,-0.210,1.330
10510,-0.9155,0.4358,0.3684,2.380,-0.210,1.190
10520,-0.9179,0.4346,0.3714,2.310,0.210,0.910
10530,-0.9157,0.4390,0.3716,1.540,0.210,0.700
10540,-0.9187,0.4424,0.3694,0.910,0.560,0.350
10550,-0.9187,0.4436,0.3670,0.840,0.490,0.630
10560,-0.9201,0.4436,0.3655,1.050,0.280,0.700
10570,-0.9199,0.4436,0.3645,1.470,0.140,0.980
10580,-0.9191,0.4433,0.3631,1.680,0.140,1.050
10590,-0.9196,0.4448,0.3628,1.960,-0.070,1.050
10600,-0.9204,0.4431,0.3606,2.450,0.070,1.120
10610,-0.9211,0.4431,0.3597,2.380,-0.350,0.980
10619,-0.9218,0.4431,0.3611,1.960,-0.350,1.400
10629,-0.9213,0.4448,0.3616,1.890,-0.630,1.680
10639,-0.9226,0.4451,0.3633,2.170,-0.770,1.890
10649,-0.9165,0.4438,0.3675,2.380,-0.770,2.240
10659,-0.9165,0.4429,0.3677,2.870,-0.910,2.310
10669,-0.9162,0.4412,0.3697,3.220,-0.910,2.310
10679,-0.9167,0.4399,0.3687,3.710,-0.490,2.310
10689,-0.9194,0.4353,0.3660,3.990,-0.350,2.310
10699,-0.9213,0.4326,0.3667,3.990,-0.210,2.240
10709,-0.9211,0.4280,0.3643,3.920,0.140,1.820
10719,-0.9211,0.4285,0.3653,3.430,0.420,1.610
10729,-0.9228,0.4292,0.3650,2.660,0.350,1.330
10739,-0.9231,0.4309,0.3658,2.310,0.420,1.190
10749,-0.9233,0.4353,0.3660,1.960,0.280,1.190
10759,-0.9235,0.4358,0.3655,2.100,0.280,1.330
10768,-0.9238,0.4336,0.3648,2.380,0.000,1.400
10778,-0.9221,0.4311,0.3662,2.450,0.140,1.330
10788,-0.9221,0.4302,0.3650,2.310,0.280,1.120
10798,-0.9201,0.4319,0.3658,2.100,0.630,0.770
10808,-0.9206,0.4353,0.3645,1.960,0.770,0.840
10818,-0.9209,0.4394,0.3665,1.750,0.840,0.980
10828,-0.9206,0.4436,0.3658,2.240,1.260,1.330
10838,-0.9201,0.4443,0.3665,2.800,1.050,1.120
10848,-0.9191,0.4414,0.3653,3.080,0.840,1.260
10858,-0.9182,0.4382,0.3665,3.290,0.280,1.750
10868,-0.9206,0.4372,0.3677,3.220,-0.350,1.750
10878,-0.9194,0.4382,0.3680,3.010,-0.700,2.240
10888,-0.9187,0.4355,0.3680,3.360,-0.700,2.100
10898,-0.9194,0.4355,0.3694,3.360,-0.420,2.380
10907,-0.9143,0.4353,0.3723,3.500,-0.490,2.520
10917,-0.9213,0.4333,0.3706,3.430,-0.630,2.590
10927,-0.9209,0.4299,0.3677,3.290,-0.630,2.590
10937,-0.9182,0.4292,0.3667,3.220,-0.420,2.660
10947,-0.9233,0.4253,0.3692,3.780,0.210,2.310
10957,-0.9250,0.4238,0.3677,3.570,0.490,2.170
10967,-0.9235,0.4236,0.3692,3.010,0.700,2.030
10977,-0.9218,0.4236,0.3721,2.730,0.770,1.750
10987,-0.9265,0.4246,0.3709,2.380,0.490,1.610
10997,-0.9250,0.4260,0.3689,2.310,0.490,1.400
11007,-0.9226,0.4304,0.3701,1.820,0.490,1.190
11017,-0.9206,0.4333,0.3714,2.100,0.350,1.400
11027,-0.9204,0.4294,0.3711,2.100,0.070,1.470
11037,-0.9199,0.4292,0.3716,2.100,-0.420,1.610
11046,-0.9206,0.4314,0.3733,2.100,-0.630,1.680
11056,-0.9206,0.4297,0.3689,1.890,-0.630,1.470
11066,-0.9204,0.4282,0.3682,2.310,-0.490,1.750
11076,-0.9226,0.4270,0.3687,2.100,-0.420,1.680
11086,-0.9213,0.4270,0.3680,1.820,0.070,1.540
11096,-0.9218,0.4216,0.3653,1.820,0.140,1.470
11106,-0.9223,0.4221,0.3650,1.050,0.490,1.540
11116,-0.9252,0.4243,0.3650,0.420,0.700,1.330
11126,-0.9221,0.4250,0.3648,0.350,1.050,0.840
11136,-0.9223,0.4250,0.3670,0.420,0.980,0.700
11146,-0.9233,0.4224,0.3662,0.700,0.700,0.420
11156,-0.9221,0.4214,0.3658,0.560,0.630,0.210
11166,-0.9238,0.4214,0.3667,0.210,0.770,0.070
11176,-0.9223,0.4236,0.3675,-0.140,0.840,-0.140
11185,-0.9204,0.4287,0.3653,-0.840,0.700,-0.490
11195,-0.9187,0.4302,0.3680,-0.700,0.770,-0.560
11205,-0.9194,0.4292,0.3719,-0.770,0.490,-0.560
11215,-0.9177,0.4272,0.3716,-0.840,0.140,-0.630
11225,-0.9182,0.4277,0.3714,-1.190,0.210,-0.630
11235,-0.9191,0.4294,0.3709,-1.330,0.070,-0.630
11245,-0.9209,0.4338,0.3697,-1.610,0.350,-0.630
11255,-0.9221,0.4338,0.3675,-1.540,0.700,-0.560
11265,-0.9216,0.4346,0.3667,-1.330,0.980,-0.420
11275,-0.9216,0.4372,0.3650,-1.260,1.400,-0.630
11285,-0.9218,0.4414,0.3655,-1.190,1.470,-0.490
11295,-0.9211,0.4421,0.3643,-1.050,1.190,-0.280
11305,-0.9223,0.4419,0.3604,-0.630,0.560,0.420
11315,-0.9233,0.4429,0.3604,-0.210,0.280,0.840
11324,-0.9233,0.4412,0.3609,0.420,0.210,0.980
11334,-0.9211,0.4370,0.3636,0.630,0.210,1.400
11344,-0.9216,0.4338,0.3667,0.840,0.140,1.680
11354,-0.9199,0.4285,0.3709,0.980,0.140,1.540
11364,-0.9204,0.4277,0.3709,0.210,0.420,1.470
11374,-0.9209,0.4282,0.3689,-0.140,0.770,1.400
11384,-0.9204,0.4290,0.3682,-0.210,1.050,0.980
11394,-0.9201,0.4299,0.3677,-0.140,1.400,0.980
11404,-0.9206,0.4299,0.3672,-0.140,1.120,0.980
11414,-0.9231,0.4287,0.3665,0.000,0.840,0.560
11424,-0.9233,0.4292,0.3670,0.000,0.490,0.630
11434,-0.9248,0.4287,0.3670,0.070,0.350,0.280
11444,-0.9240,0.4275,0.3665,-0.140,0.140,0.350
11454,-0.9231,0.4277,0.3638,-0.280,0.350,0.210
11463,-0.9233,0.4272,0.3645,-0.560,0.490,0.000
11473,-0.9206,0.4309,0.3662,-0.980,0.420,-0.210
11483,-0.9182,0.4321,0.3662,-1.400,0.490,-0.490
11493,-0.9191,0.4331,0.3692,-1.470,0.350,-0.560
11503,-0.9191,0.4358,0.3680,-1.330,0.420,-0.770
11513,-0.9196,0.4360,0.3677,-1.050,0.630,-0.910
11523,-0.9182,0.4358,0.3667,-0.630,0.420,-0.910
11533,-0.9199,0.4321,0.3653,-0.700,0.420,-0.840
11543,-0.9206,0.4341,0.3645,-1.050,0.630,-1.120
11553,-0.9204,0.4372,0.3648,-1.400,0.770,-1.120
11563,-0.9206,0.4394,0.3645,-1.610,0.630,-0.910
11573,-0.9179,0.4404,0.3655,-1.610,0.560,-0.910
11583,-0.9196,0.4399,0.3643,-1.610,0.490,-0.910
11592,-0.9179,0.4390,0.3650,-1.610,0.070,-0.770
11602,-0.9170,0.4397,0.3650,-1.540,-0.770,-0.700
11612,-0.9157,0.4407,0.3636,-1.610,-1.190,-0.700
11622,-0.9177,0.4402,0.3640,-1.330,-1.540,-0.700
11632,-0.9172,0.4414,0.3648,-1.260,-1.540,-0.630
11642,-0.9170,0.4414,0.3648,-1.050,-1.470,-0.490
11652,-0.9174,0.4397,0.3638,-0.840,-1.540,-0.700
11662,-0.9191,0.4382,0.3631,-1.260,-0.630,-0.840
11672,-0.9162,0.4407,0.3631,-1.540,-0.490,-0.840
11682,-0.9191,0.4414,0.3643,-1.540,-0.350,-0.840
11692,-0.9191,0.4414,0.3638,-1.400,-0.490,-0.910
11701,-0.9191,0.4412,0.3648,-1.610,-0.490,-0.770
11711,-0.9194,0.4443,0.3611,-1.750,-0.560,-0.630
11721,-0.9184,0.4443,0.3577,-1.890,-0.770,-0.840
11731,-0.9199,0.4460,0.3577,-1.890,-0.910,-0.770
11741,-0.9191,0.4463,0.3565,-2.100,-0.770,-0.560
11751,-0.9196,0.4451,0.3550,-1.820,-0.770,-0.560
11761,-0.9201,0.4431,0.3553,-1.960,-0.560,-0.560
11771,-0.9206,0.4460,0.3584,-2.030,-0.210,-0.630
11781,-0.9196,0.4468,0.3579,-2.100,0.490,-0.420
11791,-0.9162,0.4497,0.3584,-2.030,0.490,-0.420
11801,-0.9150,0.4485,0.3597,-1.960,0.350,-0.350
11811,-0.9170,0.4482,0.3599,-1.960,-0.140,-0.070
11821,-0.9155,0.4477,0.3592,-1.820,-0.420,-0.070
11830,-0.9211,0.4477,0.3572,-1.960,-0.560,0.140
11840,-0.9206,0.4458,0.3538,-2.170,0.000,0.350
11850,-0.9194,0.4463,0.3536,-2.170,0.000,0.210
11860,-0.9206,0.4463,0.3516,-2.310,-0.140,0.140
11870,-0.9216,0.4473,0.3506,-2.450,0.000,0.280
11880,-0.9206,0.4490,0.3511,-2.590,0.070,0.420
11890,-0.9170,0.4531,0.3501,-2.660,0.210,0.280
11900,-0.9184,0.4555,0.3492,-2.730,-0.140,0.350
11910,-0.9179,0.4565,0.3506,-2.660,0.000,0.420
11920,-0.9155,0.4573,0.3523,-2.310,0.140,0.350
11930,-0.9160,0.4568,0.3506,-1.820,-0.070,0.490
11940,-0.9165,0.4555,0.3521,-1.190,-0.140,0.700
11949,-0.9160,0.4551,0.3509,-0.980,-0.070,0.910
11959,-0.9167,0.4531,0.3499,-0.490,0.140,0.770
11969,-0.9174,0.4526,0.3487,-0.280,0.560,0.700
11979,-0.9152,0.4531,0.3504,-0.350,0.980,0.560
11989,-0.9162,0.4534,0.3497,-0.490,1.190,0.490
11999,-0.9170,0.4538,0.3521,-0.490,1.120,0.560
12009,-0.9143,0.4565,0.3565,-0.140,1.120,0.630
12019,-0.9143,0.4526,0.3550,0.070,0.560,0.840
12029,-0.9152,0.4509,0.3550,0.210,0.210,1.190
12039,-0.9177,0.4526,0.3548,0.490,0.420,1.260
12049,-0.9184,0.4531,0.3570,0.420,0.420,1.260
12058,-0.9177,0.4514,0.3538,0.490,0.280,1.190
12068,-0.9126,0.4487,0.3562,0.490,0.350,1.190
12078,-0.9128,0.4463,0.3555,-0.070,0.490,1.190
12088,-0.9133,0.4473,0.3572,-0.560,0.420,0.840
12098,-0.9150,0.4494,0.3570,-0.910,0.280,0.910
12108,-0.9140,0.4514,0.3575,-1.330,0.420,0.840
12118,-0.9152,0.4541,0.3577,-1.330,0.210,0.910
12128,-0.9165,0.4538,0.3577,-1.120,-0.140,1.260
12138,-0.9194,0.4524,0.3587,0.000,-0.350,0.980
12148,-0.9199,0.4482,0.3562,0.420,-0.420,0.980
12158,-0.9221,0.4470,0.3553,0.420,-0.560,0.980
12168,-0.9213,0.4468,0.3528,0.490,-0.560,0.980
12177,-0.9204,0.4473,0.3514,0.280,-0.700,0.840
12187,-0.9191,0.4463,0.3492,0.140,-0.630,0.700
12197,-0.9182,0.4480,0.3504,0.070,0.000,0.560
12207,-0.9189,0.4482,0.3497,-0.140,0.210,0.140
12217,-0.9187,0.4482,0.3492,-0.070,0.350,0.000
12227,-0.9194,0.4494,0.3489,-0.140,0.350,-0.210
12237,-0.9191,0.4487,0.3484,-0.070,0.070,-0.350
12247,-0.9201,0.4490,0.3477,-0.140,0.140,-0.280
12257,-0.9209,0.4487,0.3501,-0.140,0.210,-0.420
12267,-0.9209,0.4504,0.3487,-0.070,0.210,-0.630
12277,-0.9196,0.4512,0.3504,-0.490,0.140,-0.700
12287,-0.9194,0.4536,0.3487,-0.420,-0.140,-0.840
12296,-0.9157,0.4560,0.3484,-0.560,-0.210,-0.910
12306,-0.9177,0.4597,0.3460,-0.560,-0.140,-0.910
12316,-0.9167,0.4599,0.3470,-0.280,0.000,-0.700
12326,-0.9184,0.4612,0.3470,-0.070,0.140,-0.630
12336,-0.9150,0.4641,0.3484,0.070,0.070,-0.350
12346,-0.9167,0.4646,0.3484,0.350,0.140,-0.210
12356,-0.9150,0.4656,0.3504,0.490,0.420,0.210
12366,-0.9143,0.4668,0.3533,0.770,0.770,0.420
12376,-0.9138,0.4641,0.3550,1.680,0.560,1.190
12386,-0.9140,0.4616,0.3536,2.240,0.210,1.400
12396,-0.9152,0.4573,0.3555,2.730,0.210,1.820
12406,-0.9157,0.4543,0.3548,2.800,0.000,2.170
12415,-0.9143,0.4524,0.3555,2.450,0.070,2.170
12425,-0.9160,0.4526,0.3533,2.310,0.280,2.170
12435,-0.9160,0.4546,0.3523,2.030,0.630,2.100
12445,-0.9152,0.4546,0.3509,2.030,0.770,1.960
12455,-0.9167,0.4555,0.3511,2.100,0.770,2.100
12465,-0.9174,0.4558,0.3509,2.170,0.630,2.240
12475,-0.9184,0.4524,0.3528,2.240,0.630,2.030
12485,-0.9204,0.4507,0.3528,2.450,0.280,2.240
12495,-0.9196,0.4502,0.3514,2.240,0.420,2.380
12505,-0.9189,0.4499,0.3531,2.030,0.420,2.380
12515,-0.9191,0.4524,0.3511,1.680,0.560,2.310
12524,-0.9148,0.4538,0.3511,1.540,0.700,2.380
12534,-0.9148,0.4538,0.3497,1.540,0.910,2.450
12544,-0.9138,0.4543,0.3506,1.680,0.910,2.310
12554,-0.9157,0.4504,0.3518,2.170,0.350,2.100
12564,-0.9170,0.4507,0.3509,2.380,0.210,2.100
12574,-0.9182,0.4509,0.3528,2.240,0.070,2.310
12584,-0.9204,0.4490,0.3521,2.520,0.280,2.100
12594,-0.9191,0.4485,0.3523,2.450,0.350,1.960
12604,-0.9165,0.4485,0.3538,2.450,0.630,1.890
12614,-0.9157,0.4507,0.3536,2.170,0.560,1.610
12624,-0.9160,0.4526,0.3543,2.100,0.630,1.400
12634,-0.9155,0.4524,0.3540,2.100,0.630,1.470
12643,-0.9160,0.4516,0.3560,2.170,0.630,1.610
12653,-0.9187,0.4502,0.3558,2.450,0.420,1.680
12663,-0.9182,0.4499,0.3572,2.450,0.490,2.030
12673,-0.9187,0.4504,0.3582,2.660,0.210,2.100
12683,-0.9189,0.4512,0.3584,2.730,0.000,2.240
12693,-0.9199,0.4485,0.3575,2.940,0.000,2.450
12703,-0.9211,0.4463,0.3582,3.290,0.000,2.310
12713,-0.9211,0.4429,0.3570,3.500,-0.140,2.450
12723,-0.9206,0.4399,0.3548,3.500,-0.140,2.240
12733,-0.9194,0.4412,0.3528,2.800,0.350,1.820
12743,-0.9189,0.4441,0.3543,2.870,0.630,1.470
12752,-0.9191,0.4477,0.3523,2.660,0.910,1.260
12762,-0.9172,0.4487,0.3506,2.590,1.260,1.400
12772,-0.9206,0.4490,0.3494,2.310,1.050,1.330
12782,-0.9199,0.4507,0.3543,2.520,0.910,1.610
12792,-0.9196,0.4507,0.3550,2.800,0.490,2.030
12802,-0.9194,0.4502,0.3562,3.150,0.420,2.380
12812,-0.9182,0.4473,0.3577,3.220,0.280,2.310
12822,-0.9179,0.4446,0.3584,3.430,0.070,2.520
12832,-0.9191,0.4424,0.3579,3.710,-0.140,2.590
12842,-0.9204,0.4404,0.3579,3.920,-0.070,2.590
12852,-0.9216,0.4390,0.3560,3.710,0.210,2.590
12862,-0.9204,0.4385,0.3558,3.780,0.630,2.590
12871,-0.9216,0.4365,0.3565,3.570,0.910,2.240
12881,-0.9226,0.4358,0.3572,3.360,1.190,1.890
12891,-0.9228,0.4353,0.3567,3.430,0.910,1.610
12901,-0.9240,0.4360,0.3567,3.010,0.910,1.680
12911,-0.9233,0.4380,0.3565,2.800,0.560,1.680
12921,-0.9223,0.4372,0.3565,3.010,0.350,1.260
12931,-0.9235,0.4377,0.3567,2.940,0.210,1.260
12941,-0.9213,0.4387,0.3579,2.870,0.070,1.120
12951,-0.9221,0.4421,0.3594,2.380,0.070,1.260
12961,-0.9162,0.4453,0.3604,2.170,0.490,1.400
12971,-0.9145,0.4407,0.3604,3.080,0.980,1.540
12981,-0.9143,0.4385,0.3631,2.660,0.980,1.610
12991,-0.9167,0.4404,0.3638,2.660,0.980,1.750
13001,-0.9182,0.4387,0.3626,2.870,0.630,1.890
13010,-0.9167,0.4382,0.3631,2.660,0.560,1.610
13020,-0.9211,0.4409,0.3623,2.450,0.350,1.540
13030,-0.9213,0.4409,0.3609,2.450,0.350,1.680
13040,-0.9199,0.4412,0.3587,2.590,0.560,1.540
13050,-0.9182,0.4409,0.3609,2.380,0.700,1.820
13060,-0.9179,0.4414,0.3594,2.660,0.910,1.890
13070,-0.9187,0.4436,0.3604,2.660,1.120,2.310
13080,-0.9184,0.4351,0.3616,3.010,1.050,2.240
13090,-0.9172,0.4311,0.3643,3.710,0.350,2.240
13100,-0.9201,0.4280,0.3640,2.940,-0.140,2.030
13110,-0.9211,0.4275,0.3658,2.240,-0.420,2.240
13120,-0.9216,0.4304,0.3645,1.680,-0.210,1.960
13130,-0.9206,0.4321,0.3628,1.330,0.140,1.890
13139,-0.9206,0.4324,0.3653,1.190,0.420,1.960
13149,-0.9216,0.4321,0.3638,1.260,0.490,1.400
13159,-0.9182,0.4309,0.3643,1.400,0.560,1.470
13169,-0.9201,0.4307,0.3626,1.400,0.490,1.260
13179,-0.9201,0.4290,0.3611,1.260,0.280,1.190
13189,-0.9204,0.4282,0.3599,1.260,0.070,1.050
13199,-0.9221,0.4277,0.3611,1.050,0.280,0.700
13209,-0.9209,0.4285,0.3623,0.350,0.770,0.000
13219,-0.9211,0.4304,0.3614,0.000,0.840,-0.070
13229,-0.9209,0.4316,0.3623,0.000,1.120,-0.350
13239,-0.9201,0.4324,0.3614,-0.350,1.400,-0.350
13248,-0.9206,0.4360,0.3621,-0.630,1.680,-0.490
13258,-0.9228,0.4404,0.3599,-0.490,1.610,-0.490
13268,-0.9221,0.4399,0.3599,-0.210,1.120,-0.560
13278,-0.9201,0.4399,0.3611,-0.140,0.840,-0.280
13288,-0.9204,0.4380,0.3636,-0.140,0.840,-0.070
13298,-0.9209,0.4353,0.3628,-0.140,0.700,0.000
13308,-0.9196,0.4353,0.3645,-0.140,0.630,0.070
13318,-0.9194,0.4358,0.3655,-0.420,0.700,0.280
13328,-0.9172,0.4368,0.3650,-0.980,0.490,0.210
13338,-0.9187,0.4397,0.3653,-1.330,0.560,0.000
13348,-0.9191,0.4414,0.3633,-1.540,0.840,0.630
13358,-0.9179,0.4424,0.3638,-1.260,0.700,0.350
13367,-0.9170,0.4402,0.3645,-0.910,0.630,0.420
13377,-0.9165,0.4353,0.3658,-0.560,0.630,0.420
13387,-0.9165,0.4333,0.3648,-0.770,0.280,0.070
13397,-0.9194,0.4311,0.3650,-1.120,0.070,0.000
13407,-0.9199,0.4338,0.3648,-1.470,-0.140,-0.210
13417,-0.9199,0.4365,0.3643,-1.750,0.350,-0.350
13427,-0.9211,0.4397,0.3645,-1.680,0.420,-0.560
13437,-0.9201,0.4402,0.3628,-1.470,0.490,-0.490
13447,-0.9204,0.4446,0.3616,-0.910,1.050,-0.700
13457,-0.9196,0.4455,0.3619,-0.910,1.190,-0.560
13467,-0.9179,0.4451,0.3589,-0.700,0.700,-0.140
13476,-0.9182,0.4443,0.3584,-0.420,0.280,-0.140
13486,-0.9196,0.4441,0.3565,-0.490,0.070,0.000
13496,-0.9211,0.4431,0.3587,-0.560,-0.210,0.210
13506,-0.9209,0.4409,0.3592,-0.840,-0.140,0.490
13516,-0.9194,0.4399,0.3582,-0.770,0.070,0.280
13526,-0.9160,0.4397,0.3594,-1.120,0.070,0.350
13536,-0.9150,0.4421,0.3614,-1.400,0.490,0.070
13546,-0.9155,0.4443,0.3628,-1.400,0.840,0.000
13556,-0.9179,0.4470,0.3653,-1.190,0.840,0.000
13566,-0.9194,0.4441,0.3626,-0.140,1.400,-0.210
13576,-0.9204,0.4429,0.3621,0.210,1.050,-0.210
13585,-0.9213,0.4412,0.3604,0.700,0.770,-0.140
13595,-0.9233,0.4382,0.3592,1.190,0.630,-0.280
13605,-0.9238,0.4358,0.3584,1.190,0.490,-0.560
13615,-0.9235,0.4375,0.3594,0.770,0.560,-0.630
13625,-0.9226,0.4397,0.3606,0.420,0.630,-0.980
13635,-0.9218,0.4409,0.3616,0.210,0.700,-0.910
13645,-0.9187,0.4416,0.3614,-0.070,0.490,-1.050
13655,-0.9148,0.4438,0.3640,-0.280,0.350,-0.980
13665,-0.9157,0.4433,0.3638,0.000,-0.070,-1.050
13675,-0.9143,0.4436,0.3645,-0.140,-0.350,-1.260
13685,-0.9133,0.4429,0.3628,-0.420,-0.560,-1.260
13695,-0.9138,0.4436,0.3616,-0.630,-0.350,-1.400
13704,-0.9152,0.4455,0.3609,-0.980,-0.070,-1.400
13714,-0.9133,0.4497,0.3599,-1.190,0.490,-1.470
13724,-0.9140,0.4512,0.3589,-1.330,0.980,-1.470
13734,-0.9128,0.4555,0.3623,-1.400,1.190,-1.470
13744,-0.9130,0.4573,0.3633,-1.470,1.470,-1.050
13754,-0.9128,0.4585,0.3611,-1.190,1.190,-0.840
13764,-0.9135,0.4590,0.3592,-0.840,0.770,-0.560
13774,-0.9160,0.4595,0.3572,-0.490,0.630,-0.280
13784,-0.9155,0.4565,0.3572,-0.070,0.420,-0.210
13794,-0.9155,0.4538,0.3570,0.210,0.070,0.070
13804,-0.9157,0.4521,0.3577,0.560,-0.140,0.490
13814,-0.9150,0.4507,0.3575,0.560,-0.140,0.490
13824,-0.9140,0.4497,0.3582,0.630,0.070,0.280
13833,-0.9152,0.4487,0.3592,0.420,0.420,0.350
13843,-0.9155,0.4494,0.3589,0.210,0.420,0.630
13853,-0.9160,0.4492,0.3597,0.210,0.630,0.560
13863,-0.9148,0.4482,0.3579,0.070,0.280,0.630
13873,-0.9140,0.4499,0.3587,0.210,0.210,0.350
13883,-0.9140,0.4497,0.3597,0.000,0.140,0.280
13893,-0.9155,0.4485,0.3594,0.000,0.280,0.420
13903,-0.9160,0.4475,0.3584,-0.210,0.350,0.210
13913,-0.9157,0.4477,0.3599,-0.280,0.280,0.280
13923,-0.9160,0.4480,0.3597,-0.700,0.420,0.000
13933,-0.9150,0.4487,0.3594,-0.630,0.700,-0.070
13942,-0.9152,0.4507,0.3606,-0.840,0.700,-0.210
13952,-0.9148,0.4519,0.3594,-0.910,0.980,-0.350
13962,-0.9128,0.4546,0.3597,-1.120,1.050,-0.210
13972,-0.9128,0.4580,0.3592,-1.050,0.770,-0.280
13982,-0.9113,0.4577,0.3582,-0.910,0.490,0.000
13992,-0.9121,0.4565,0.3577,-0.560,0.070,0.070
14002,-0.9118,0.4570,0.3584,-0.350,-0.280,-0.070
14012,-0.9109,0.4546,0.3599,0.070,-0.140,-0.070
14022,-0.9101,0.4548,0.3587,0.280,-0.210,-0.140
14032,-0.9109,0.4534,0.3601,0.490,-0.420,-0.210
14042,-0.9106,0.4531,0.3601,0.770,-0.560,-0.420
14052,-0.9111,0.4529,0.3597,0.560,-0.560,-0.420
14061,-0.9091,0.4516,0.3604,0.280,-0.350,-0.280
14071,-0.9121,0.4538,0.3601,-0.210,-0.280,-0.420
14081,-0.9135,0.4551,0.3606,-0.070,0.070,-0.490
14091,-0.9135,0.4541,0.3592,-0.140,-0.070,-0.420
14101,-0.9126,0.4555,0.3584,-0.350,-0.350,-0.560
14111,-0.9133,0.4560,0.3579,-0.630,-0.490,-0.490
14121,-0.9128,0.4580,0.3572,-0.700,-0.490,-0.420
14131,-0.9128,0.4597,0.3555,-0.770,-0.350,-0.350
14141,-0.9126,0.4626,0.3560,-0.630,0.070,-0.420
14151,-0.9116,0.4619,0.3540,-0.490,0.490,-0.280
14161,-0.9123,0.4621,0.3560,0.000,0.840,0.070
14170,-0.9111,0.4631,0.3543,0.000,0.630,0.490
14180,-0.9128,0.4636,0.3560,0.420,0.560,0.700
14190,-0.9128,0.4612,0.3562,0.490,0.420,1.050
14200,-0.9116,0.4616,0.3558,0.840,-0.070,0.910
14210,-0.9135,0.4595,0.3540,0.770,-0.350,1.120
14220,-0.9148,0.4585,0.3540,0.700,-0.560,1.120
14230,-0.9121,0.4597,0.3540,0.420,-0.210,1.400
14240,-0.9116,0.4599,0.3543,0.490,-0.140,1.260
14250,-0.9101,0.4575,0.3553,0.560,-0.070,1.400
14260,-0.9101,0.4575,0.3550,0.700,0.070,1.260
14270,-0.9118,0.4558,0.3526,0.770,0.070,0.980
14279,-0.9148,0.4555,0.3533,0.700,0.560,0.910
14289,-0.9152,0.4551,0.3536,0.700,0.840,0.560
14299,-0.9167,0.4555,0.3531,1.050,1.050,0.560
14309,-0.9167,0.4555,0.3550,1.260,1.050,0.350
